date,province,region,variable,value
5/1/2020,Sakon Nakhon ,east_northeast,no_tourist_all,1643
5/1/2020,Yasothon ,east_northeast,no_tourist_all,739
5/1/2020,Amnat Charoen ,east_northeast,no_tourist_all,657
5/1/2020,Nong Bua Lamphu ,east_northeast,no_tourist_all,196
5/1/2021,Bangkok,central,no_tourist_all,353401
5/1/2021,Lopburi ,central,no_tourist_all,10549
5/1/2021,Phra Nakhon Si Ayutthaya ,central,no_tourist_all,61595
5/1/2021,Saraburi ,central,no_tourist_all,17834
5/1/2021,Chainat ,central,no_tourist_all,5843
5/1/2021,Nakhon Pathom ,central,no_tourist_all,13279
5/1/2021,Sing Buri ,central,no_tourist_all,3742
5/1/2021,Ang Thong ,central,no_tourist_all,2679
5/1/2021,Nonthaburi ,central,no_tourist_all,3634
5/1/2021,Pathum Thani ,central,no_tourist_all,2265
5/1/2021,Samut Prakan ,central,no_tourist_all,3744
5/1/2021,Samut Sakhon ,central,no_tourist_all,1725
5/1/2021,Chachoengsao ,east,no_tourist_all,5688
5/1/2021,Ratchaburi ,central,no_tourist_all,7378
5/1/2021,Kanchanaburi ,central,no_tourist_all,38060
5/1/2021,Samut Songkhram ,central,no_tourist_all,13850
5/1/2021,Suphan Buri ,central,no_tourist_all,12597
5/1/2021,Phetchaburi ,central,no_tourist_all,48502
5/1/2021,Prachuap Khiri Khan ,central,no_tourist_all,51821
5/1/2021,Chonburi ,east,no_tourist_all,29860
5/1/2021,Chanthaburi ,east,no_tourist_all,22331
5/1/2021,Trat ,east,no_tourist_all,25099
5/1/2021,Nakhon Nayok ,east,no_tourist_all,7533
5/1/2021,Prachinburi ,east,no_tourist_all,5966
5/1/2021,Rayong ,east,no_tourist_all,22710
5/1/2021,Sa Kaeo ,east,no_tourist_all,3712
5/1/2021,Phuket ,south,no_tourist_all,5291
5/1/2021,Phatthalung ,south,no_tourist_all,1911
5/1/2021,Trang ,south,no_tourist_all,1786
5/1/2021,Ranong ,south,no_tourist_all,1678
5/1/2021,Chumphon ,south,no_tourist_all,1501
5/1/2021,Pattani ,south,no_tourist_all,1288
5/1/2021,Yala ,south,no_tourist_all,2178
5/1/2021,Nakhon Si Thammarat ,south,no_tourist_all,7956
5/1/2021,Narathiwat ,south,no_tourist_all,1063
5/1/2021,Krabi ,south,no_tourist_all,2222
5/1/2021,Songkhla ,south,no_tourist_all,2754
5/1/2021,Phang Nga ,south,no_tourist_all,8721
5/1/2021,Surat Thani ,south,no_tourist_all,3429
5/1/2021,Satun ,south,no_tourist_all,5525
5/1/2021,Kamphaeng Phet ,north,no_tourist_all,8775
5/1/2021,Chiang Rai ,north,no_tourist_all,33777
5/1/2021,Chiang Mai ,north,no_tourist_all,97868
5/1/2021,Phichit ,north,no_tourist_all,7231
5/1/2021,Nakhon Sawan ,north,no_tourist_all,21893
5/1/2021,Tak ,north,no_tourist_all,19138
5/1/2021,Phitsanulok ,north,no_tourist_all,30519
5/1/2021,Phayao ,north,no_tourist_all,11143
5/1/2021,Phetchabun ,north,no_tourist_all,30774
5/1/2021,Phrae ,north,no_tourist_all,7717
5/1/2021,Lampang ,north,no_tourist_all,9481
5/1/2021,Lamphun ,north,no_tourist_all,8607
5/1/2021,Mae Hong Son ,north,no_tourist_all,13138
5/1/2021,Uttaradit ,north,no_tourist_all,8216
5/1/2021,Uthai Thani ,north,no_tourist_all,2668
5/1/2021,Sukhothai ,north,no_tourist_all,4869
5/1/2021,Nan ,north,no_tourist_all,6955
5/1/2021,Kalasin ,east_northeast,no_tourist_all,2258
5/1/2021,Khon Kaen ,east_northeast,no_tourist_all,46729
5/1/2021,Chaiyaphum ,east_northeast,no_tourist_all,7737
5/1/2021,Nakhon Phanom ,east_northeast,no_tourist_all,4972
5/1/2021,Nakhon Ratchasima ,east_northeast,no_tourist_all,95155
5/1/2021,Buriram ,east_northeast,no_tourist_all,19949
5/1/2021,Maha Sarakham ,east_northeast,no_tourist_all,4341
5/1/2021,Mukdahan ,east_northeast,no_tourist_all,6784
5/1/2021,Roi Et ,east_northeast,no_tourist_all,6265
5/1/2021,Loei ,east_northeast,no_tourist_all,6303
5/1/2021,Sisaket ,south,no_tourist_all,3439
5/1/2021,Surin ,east_northeast,no_tourist_all,8806
5/1/2021,Nong Khai ,east_northeast,no_tourist_all,13264
5/1/2021,Bueng Kan ,east_northeast,no_tourist_all,2107
5/1/2021,Udon Thani ,east_northeast,no_tourist_all,11676
5/1/2021,Ubon Ratchathani ,east_northeast,no_tourist_all,17785
5/1/2021,Sakon Nakhon ,east_northeast,no_tourist_all,3867
5/1/2021,Yasothon ,east_northeast,no_tourist_all,952
5/1/2021,Amnat Charoen ,east_northeast,no_tourist_all,1140
5/1/2021,Nong Bua Lamphu ,east_northeast,no_tourist_all,2186
5/1/2022,Bangkok,central,no_tourist_all,2738889
5/1/2022,Lopburi ,central,no_tourist_all,359912
5/1/2022,Phra Nakhon Si Ayutthaya ,central,no_tourist_all,630760
5/1/2022,Saraburi ,central,no_tourist_all,309609
5/1/2022,Chainat ,central,no_tourist_all,65680
5/1/2022,Nakhon Pathom ,central,no_tourist_all,218320
5/1/2022,Sing Buri ,central,no_tourist_all,49725
5/1/2022,Ang Thong ,central,no_tourist_all,57871
5/1/2022,Nonthaburi ,central,no_tourist_all,186993
5/1/2022,Pathum Thani ,central,no_tourist_all,92402
5/1/2022,Samut Prakan ,central,no_tourist_all,150248
5/1/2022,Samut Sakhon ,central,no_tourist_all,40296
5/1/2022,Chachoengsao ,east,no_tourist_all,337047
5/1/2022,Ratchaburi ,central,no_tourist_all,133696
5/1/2022,Kanchanaburi ,central,no_tourist_all,928757
5/1/2022,Samut Songkhram ,central,no_tourist_all,331969
5/1/2022,Suphan Buri ,central,no_tourist_all,290576
5/1/2022,Phetchaburi ,central,no_tourist_all,752017
5/1/2022,Prachuap Khiri Khan ,central,no_tourist_all,753670
5/1/2022,Chonburi ,east,no_tourist_all,1024264
5/1/2022,Chanthaburi ,east,no_tourist_all,123514
5/1/2022,Trat ,east,no_tourist_all,112164
5/1/2022,Nakhon Nayok ,east,no_tourist_all,119268
5/1/2022,Prachinburi ,east,no_tourist_all,82601
5/1/2022,Rayong ,east,no_tourist_all,196261
5/1/2022,Sa Kaeo ,east,no_tourist_all,94984
5/1/2022,Phuket ,south,no_tourist_all,346773
5/1/2022,Phatthalung ,south,no_tourist_all,52622
5/1/2022,Trang ,south,no_tourist_all,81822
5/1/2022,Ranong ,south,no_tourist_all,37314
5/1/2022,Chumphon ,south,no_tourist_all,83567
5/1/2022,Pattani ,south,no_tourist_all,17016
5/1/2022,Yala ,south,no_tourist_all,72810
5/1/2022,Nakhon Si Thammarat ,south,no_tourist_all,160032
5/1/2022,Narathiwat ,south,no_tourist_all,22998
5/1/2022,Krabi ,south,no_tourist_all,139735
5/1/2022,Songkhla ,south,no_tourist_all,177221
5/1/2022,Phang Nga ,south,no_tourist_all,113946
5/1/2022,Surat Thani ,south,no_tourist_all,272694
5/1/2022,Satun ,south,no_tourist_all,139500
5/1/2022,Kamphaeng Phet ,north,no_tourist_all,67769
5/1/2022,Chiang Rai ,north,no_tourist_all,346587
5/1/2022,Chiang Mai ,north,no_tourist_all,598024
5/1/2022,Phichit ,north,no_tourist_all,57107
5/1/2022,Nakhon Sawan ,north,no_tourist_all,137944
5/1/2022,Tak ,north,no_tourist_all,115138
5/1/2022,Phitsanulok ,north,no_tourist_all,194110
5/1/2022,Phayao ,north,no_tourist_all,78735
5/1/2022,Phetchabun ,north,no_tourist_all,160759
5/1/2022,Phrae ,north,no_tourist_all,92109
5/1/2022,Lampang ,north,no_tourist_all,113406
5/1/2022,Lamphun ,north,no_tourist_all,101460
5/1/2022,Mae Hong Son ,north,no_tourist_all,78753
5/1/2022,Uttaradit ,north,no_tourist_all,73326
5/1/2022,Uthai Thani ,north,no_tourist_all,76769
5/1/2022,Sukhothai ,north,no_tourist_all,63304
5/1/2022,Nan ,north,no_tourist_all,105629
5/1/2022,Kalasin ,east_northeast,no_tourist_all,50524
5/1/2022,Khon Kaen ,east_northeast,no_tourist_all,284363
5/1/2022,Chaiyaphum ,east_northeast,no_tourist_all,83662
5/1/2022,Nakhon Phanom ,east_northeast,no_tourist_all,107158
5/1/2022,Nakhon Ratchasima ,east_northeast,no_tourist_all,479676
5/1/2022,Buriram ,east_northeast,no_tourist_all,214300
5/1/2022,Maha Sarakham ,east_northeast,no_tourist_all,36484
5/1/2022,Mukdahan ,east_northeast,no_tourist_all,129581
5/1/2022,Roi Et ,east_northeast,no_tourist_all,49485
5/1/2022,Loei ,east_northeast,no_tourist_all,139967
5/1/2022,Sisaket ,south,no_tourist_all,73291
5/1/2022,Surin ,east_northeast,no_tourist_all,60760
5/1/2022,Nong Khai ,east_northeast,no_tourist_all,146484
5/1/2022,Bueng Kan ,east_northeast,no_tourist_all,53134
5/1/2022,Udon Thani ,east_northeast,no_tourist_all,259120
5/1/2022,Ubon Ratchathani ,east_northeast,no_tourist_all,169578
5/1/2022,Sakon Nakhon ,east_northeast,no_tourist_all,113960
5/1/2022,Yasothon ,east_northeast,no_tourist_all,42300
5/1/2022,Amnat Charoen ,east_northeast,no_tourist_all,18130
5/1/2022,Nong Bua Lamphu ,east_northeast,no_tourist_all,21217
6/1/2019,Bangkok,central,no_tourist_all,4821534
6/1/2019,Lopburi ,central,no_tourist_all,186741
6/1/2019,Phra Nakhon Si Ayutthaya ,central,no_tourist_all,635178
6/1/2019,Saraburi ,central,no_tourist_all,334343
6/1/2019,Chainat ,central,no_tourist_all,77614
6/1/2019,Nakhon Pathom ,central,no_tourist_all,274396
6/1/2019,Sing Buri ,central,no_tourist_all,64014
6/1/2019,Ang Thong ,central,no_tourist_all,63117
6/1/2019,Nonthaburi ,central,no_tourist_all,234108
6/1/2019,Pathum Thani ,central,no_tourist_all,152546
6/1/2019,Samut Prakan ,central,no_tourist_all,277505
6/1/2019,Samut Sakhon ,central,no_tourist_all,84837
6/1/2019,Chachoengsao ,east,no_tourist_all,291289
6/1/2019,Ratchaburi ,central,no_tourist_all,162225
6/1/2019,Kanchanaburi ,central,no_tourist_all,717779
6/1/2019,Samut Songkhram ,central,no_tourist_all,132730
6/1/2019,Suphan Buri ,central,no_tourist_all,177583
6/1/2019,Phetchaburi ,central,no_tourist_all,613695
6/1/2019,Prachuap Khiri Khan ,central,no_tourist_all,470316
6/1/2019,Chonburi ,east,no_tourist_all,1541183
6/1/2019,Chanthaburi ,east,no_tourist_all,238059
6/1/2019,Trat ,east,no_tourist_all,164839
6/1/2019,Nakhon Nayok ,east,no_tourist_all,232941
6/1/2019,Prachinburi ,east,no_tourist_all,135349
6/1/2019,Rayong ,east,no_tourist_all,724951
6/1/2019,Sa Kaeo ,east,no_tourist_all,182463
6/1/2019,Phuket ,south,no_tourist_all,1181192
6/1/2019,Phatthalung ,south,no_tourist_all,105663
6/1/2019,Trang ,south,no_tourist_all,94752
6/1/2019,Ranong ,south,no_tourist_all,64003
6/1/2019,Chumphon ,south,no_tourist_all,127451
6/1/2019,Pattani ,south,no_tourist_all,22668
6/1/2019,Yala ,south,no_tourist_all,54492
6/1/2019,Nakhon Si Thammarat ,south,no_tourist_all,324718
6/1/2019,Narathiwat ,south,no_tourist_all,51177
6/1/2019,Krabi ,south,no_tourist_all,541085
6/1/2019,Songkhla ,south,no_tourist_all,467937
6/1/2019,Phang Nga ,south,no_tourist_all,358485
6/1/2019,Surat Thani ,south,no_tourist_all,383680
6/1/2019,Satun ,south,no_tourist_all,97514
6/1/2019,Kamphaeng Phet ,north,no_tourist_all,60458
6/1/2019,Chiang Rai ,north,no_tourist_all,237699
6/1/2019,Chiang Mai ,north,no_tourist_all,753272
6/1/2019,Phichit ,north,no_tourist_all,62521
6/1/2019,Nakhon Sawan ,north,no_tourist_all,216622
6/1/2019,Tak ,north,no_tourist_all,182675
6/1/2019,Phitsanulok ,north,no_tourist_all,266099
6/1/2019,Phayao ,north,no_tourist_all,31987
6/1/2019,Phetchabun ,north,no_tourist_all,175836
6/1/2019,Phrae ,north,no_tourist_all,49829
6/1/2019,Lampang ,north,no_tourist_all,82772
6/1/2019,Lamphun ,north,no_tourist_all,82308
6/1/2019,Mae Hong Son ,north,no_tourist_all,61113
6/1/2019,Uttaradit ,north,no_tourist_all,64821
6/1/2019,Uthai Thani ,north,no_tourist_all,55056
6/1/2019,Sukhothai ,north,no_tourist_all,120947
6/1/2019,Nan ,north,no_tourist_all,73738
6/1/2019,Kalasin ,east_northeast,no_tourist_all,55086
6/1/2019,Khon Kaen ,east_northeast,no_tourist_all,411152
6/1/2019,Chaiyaphum ,east_northeast,no_tourist_all,147178
6/1/2019,Nakhon Phanom ,east_northeast,no_tourist_all,89809
6/1/2019,Nakhon Ratchasima ,east_northeast,no_tourist_all,781814
6/1/2019,Buriram ,east_northeast,no_tourist_all,193969
6/1/2019,Maha Sarakham ,east_northeast,no_tourist_all,56756
6/1/2019,Mukdahan ,east_northeast,no_tourist_all,154745
6/1/2019,Roi Et ,east_northeast,no_tourist_all,70416
6/1/2019,Loei ,east_northeast,no_tourist_all,185677
6/1/2019,Sisaket ,south,no_tourist_all,138204
6/1/2019,Surin ,east_northeast,no_tourist_all,99078
6/1/2019,Nong Khai ,east_northeast,no_tourist_all,237819
6/1/2019,Bueng Kan ,east_northeast,no_tourist_all,49578
6/1/2019,Udon Thani ,east_northeast,no_tourist_all,313347
6/1/2019,Ubon Ratchathani ,east_northeast,no_tourist_all,256352
6/1/2019,Sakon Nakhon ,east_northeast,no_tourist_all,127830
6/1/2019,Yasothon ,east_northeast,no_tourist_all,56638
6/1/2019,Amnat Charoen ,east_northeast,no_tourist_all,19714
6/1/2019,Nong Bua Lamphu ,east_northeast,no_tourist_all,25922
6/1/2020,Bangkok,central,no_tourist_all,878018
6/1/2020,Lopburi ,central,no_tourist_all,19370
6/1/2020,Phra Nakhon Si Ayutthaya ,central,no_tourist_all,49438
6/1/2020,Saraburi ,central,no_tourist_all,30295
6/1/2020,Chainat ,central,no_tourist_all,10667
6/1/2020,Nakhon Pathom ,central,no_tourist_all,31488
6/1/2020,Sing Buri ,central,no_tourist_all,8146
6/1/2020,Ang Thong ,central,no_tourist_all,3606
6/1/2020,Nonthaburi ,central,no_tourist_all,77935
6/1/2020,Pathum Thani ,central,no_tourist_all,20678
6/1/2020,Samut Prakan ,central,no_tourist_all,51035
6/1/2020,Samut Sakhon ,central,no_tourist_all,11795
6/1/2020,Chachoengsao ,east,no_tourist_all,54880
6/1/2020,Ratchaburi ,central,no_tourist_all,90264
6/1/2020,Kanchanaburi ,central,no_tourist_all,340607
6/1/2020,Samut Songkhram ,central,no_tourist_all,43328
6/1/2020,Suphan Buri ,central,no_tourist_all,55206
6/1/2020,Phetchaburi ,central,no_tourist_all,205704
6/1/2020,Prachuap Khiri Khan ,central,no_tourist_all,220118
6/1/2020,Chonburi ,east,no_tourist_all,211505
6/1/2020,Chanthaburi ,east,no_tourist_all,58033
6/1/2020,Trat ,east,no_tourist_all,41158
6/1/2020,Nakhon Nayok ,east,no_tourist_all,98644
6/1/2020,Prachinburi ,east,no_tourist_all,29231
6/1/2020,Rayong ,east,no_tourist_all,101527
6/1/2020,Sa Kaeo ,east,no_tourist_all,30635
6/1/2020,Phuket ,south,no_tourist_all,79787
6/1/2020,Phatthalung ,south,no_tourist_all,18917
6/1/2020,Trang ,south,no_tourist_all,6886
6/1/2020,Ranong ,south,no_tourist_all,7834
6/1/2020,Chumphon ,south,no_tourist_all,19097
6/1/2020,Pattani ,south,no_tourist_all,5635
6/1/2020,Yala ,south,no_tourist_all,2999
6/1/2020,Nakhon Si Thammarat ,south,no_tourist_all,96626
6/1/2020,Narathiwat ,south,no_tourist_all,4649
6/1/2020,Krabi ,south,no_tourist_all,27614
6/1/2020,Songkhla ,south,no_tourist_all,84154
6/1/2020,Phang Nga ,south,no_tourist_all,16639
6/1/2020,Surat Thani ,south,no_tourist_all,28101
6/1/2020,Satun ,south,no_tourist_all,11785
6/1/2020,Kamphaeng Phet ,north,no_tourist_all,13289
6/1/2020,Chiang Rai ,north,no_tourist_all,69652
6/1/2020,Chiang Mai ,north,no_tourist_all,153646
6/1/2020,Phichit ,north,no_tourist_all,15184
6/1/2020,Nakhon Sawan ,north,no_tourist_all,54855
6/1/2020,Tak ,north,no_tourist_all,37914
6/1/2020,Phitsanulok ,north,no_tourist_all,75841
6/1/2020,Phayao ,north,no_tourist_all,10785
6/1/2020,Phetchabun ,north,no_tourist_all,43367
6/1/2020,Phrae ,north,no_tourist_all,15552
6/1/2020,Lampang ,north,no_tourist_all,16496
6/1/2020,Lamphun ,north,no_tourist_all,19763
6/1/2020,Mae Hong Son ,north,no_tourist_all,10849
6/1/2020,Uttaradit ,north,no_tourist_all,14356
6/1/2020,Uthai Thani ,north,no_tourist_all,14232
6/1/2020,Sukhothai ,north,no_tourist_all,37824
6/1/2020,Nan ,north,no_tourist_all,18489
6/1/2020,Kalasin ,east_northeast,no_tourist_all,9547
6/1/2020,Khon Kaen ,east_northeast,no_tourist_all,93020
6/1/2020,Chaiyaphum ,east_northeast,no_tourist_all,23988
6/1/2020,Nakhon Phanom ,east_northeast,no_tourist_all,13180
6/1/2020,Nakhon Ratchasima ,east_northeast,no_tourist_all,222562
6/1/2020,Buriram ,east_northeast,no_tourist_all,17167
6/1/2020,Maha Sarakham ,east_northeast,no_tourist_all,10524
6/1/2020,Mukdahan ,east_northeast,no_tourist_all,14353
6/1/2020,Roi Et ,east_northeast,no_tourist_all,14020
6/1/2020,Loei ,east_northeast,no_tourist_all,7337
6/1/2020,Sisaket ,south,no_tourist_all,56462
6/1/2020,Surin ,east_northeast,no_tourist_all,28805
6/1/2020,Nong Khai ,east_northeast,no_tourist_all,38143
6/1/2020,Bueng Kan ,east_northeast,no_tourist_all,6849
6/1/2020,Udon Thani ,east_northeast,no_tourist_all,44152
6/1/2020,Ubon Ratchathani ,east_northeast,no_tourist_all,76269
6/1/2020,Sakon Nakhon ,east_northeast,no_tourist_all,38428
6/1/2020,Yasothon ,east_northeast,no_tourist_all,9757
6/1/2020,Amnat Charoen ,east_northeast,no_tourist_all,4098
6/1/2020,Nong Bua Lamphu ,east_northeast,no_tourist_all,1287
6/1/2021,Bangkok,central,no_tourist_all,256622
6/1/2021,Lopburi ,central,no_tourist_all,8701
6/1/2021,Phra Nakhon Si Ayutthaya ,central,no_tourist_all,61845
6/1/2021,Saraburi ,central,no_tourist_all,14753
6/1/2021,Chainat ,central,no_tourist_all,5221
6/1/2021,Nakhon Pathom ,central,no_tourist_all,8757
6/1/2021,Sing Buri ,central,no_tourist_all,3421
6/1/2021,Ang Thong ,central,no_tourist_all,2258
6/1/2021,Nonthaburi ,central,no_tourist_all,2979
6/1/2021,Pathum Thani ,central,no_tourist_all,1664
6/1/2021,Samut Prakan ,central,no_tourist_all,2956
6/1/2021,Samut Sakhon ,central,no_tourist_all,1347
6/1/2021,Chachoengsao ,east,no_tourist_all,4415
6/1/2021,Ratchaburi ,central,no_tourist_all,13639
6/1/2021,Kanchanaburi ,central,no_tourist_all,61297
6/1/2021,Samut Songkhram ,central,no_tourist_all,17315
6/1/2021,Suphan Buri ,central,no_tourist_all,20061
6/1/2021,Phetchaburi ,central,no_tourist_all,41434
6/1/2021,Prachuap Khiri Khan ,central,no_tourist_all,36899
6/1/2021,Chonburi ,east,no_tourist_all,41441
6/1/2021,Chanthaburi ,east,no_tourist_all,20687
6/1/2021,Trat ,east,no_tourist_all,19181
6/1/2021,Nakhon Nayok ,east,no_tourist_all,4620
6/1/2021,Prachinburi ,east,no_tourist_all,3921
6/1/2021,Rayong ,east,no_tourist_all,23374
6/1/2021,Sa Kaeo ,east,no_tourist_all,2761
6/1/2021,Phuket ,south,no_tourist_all,28777
6/1/2021,Phatthalung ,south,no_tourist_all,2836
6/1/2021,Trang ,south,no_tourist_all,3134
6/1/2021,Ranong ,south,no_tourist_all,2092
6/1/2021,Chumphon ,south,no_tourist_all,2539
6/1/2021,Pattani ,south,no_tourist_all,837
6/1/2021,Yala ,south,no_tourist_all,923
6/1/2021,Nakhon Si Thammarat ,south,no_tourist_all,9919
6/1/2021,Narathiwat ,south,no_tourist_all,613
6/1/2021,Krabi ,south,no_tourist_all,2661
6/1/2021,Songkhla ,south,no_tourist_all,2071
6/1/2021,Phang Nga ,south,no_tourist_all,5909
6/1/2021,Surat Thani ,south,no_tourist_all,4456
6/1/2021,Satun ,south,no_tourist_all,3087
6/1/2021,Kamphaeng Phet ,north,no_tourist_all,7265
6/1/2021,Chiang Rai ,north,no_tourist_all,26342
6/1/2021,Chiang Mai ,north,no_tourist_all,80431
6/1/2021,Phichit ,north,no_tourist_all,6377
6/1/2021,Nakhon Sawan ,north,no_tourist_all,18315
6/1/2021,Tak ,north,no_tourist_all,16539
6/1/2021,Phitsanulok ,north,no_tourist_all,28588
6/1/2021,Phayao ,north,no_tourist_all,8699
6/1/2021,Phetchabun ,north,no_tourist_all,23760
6/1/2021,Phrae ,north,no_tourist_all,6005
6/1/2021,Lampang ,north,no_tourist_all,6899
6/1/2021,Lamphun ,north,no_tourist_all,7266
6/1/2021,Mae Hong Son ,north,no_tourist_all,8603
6/1/2021,Uttaradit ,north,no_tourist_all,7129
6/1/2021,Uthai Thani ,north,no_tourist_all,2979
6/1/2021,Sukhothai ,north,no_tourist_all,7337
6/1/2021,Nan ,north,no_tourist_all,12538
6/1/2021,Kalasin ,east_northeast,no_tourist_all,2792
6/1/2021,Khon Kaen ,east_northeast,no_tourist_all,39567
6/1/2021,Chaiyaphum ,east_northeast,no_tourist_all,6515
6/1/2021,Nakhon Phanom ,east_northeast,no_tourist_all,5327
6/1/2021,Nakhon Ratchasima ,east_northeast,no_tourist_all,120449
6/1/2021,Buriram ,east_northeast,no_tourist_all,23788
6/1/2021,Maha Sarakham ,east_northeast,no_tourist_all,3552
6/1/2021,Mukdahan ,east_northeast,no_tourist_all,6539
6/1/2021,Roi Et ,east_northeast,no_tourist_all,3901
6/1/2021,Loei ,east_northeast,no_tourist_all,5204
6/1/2021,Sisaket ,south,no_tourist_all,4874
6/1/2021,Surin ,east_northeast,no_tourist_all,10395
6/1/2021,Nong Khai ,east_northeast,no_tourist_all,12678
6/1/2021,Bueng Kan ,east_northeast,no_tourist_all,3482
6/1/2021,Udon Thani ,east_northeast,no_tourist_all,16592
6/1/2021,Ubon Ratchathani ,east_northeast,no_tourist_all,19665
6/1/2021,Sakon Nakhon ,east_northeast,no_tourist_all,5542
6/1/2021,Yasothon ,east_northeast,no_tourist_all,1630
6/1/2021,Amnat Charoen ,east_northeast,no_tourist_all,2235
6/1/2021,Nong Bua Lamphu ,east_northeast,no_tourist_all,3248
6/1/2022,Bangkok,central,no_tourist_all,2956883
6/1/2022,Lopburi ,central,no_tourist_all,368811
6/1/2022,Phra Nakhon Si Ayutthaya ,central,no_tourist_all,645250
6/1/2022,Saraburi ,central,no_tourist_all,320809
6/1/2022,Chainat ,central,no_tourist_all,63327
6/1/2022,Nakhon Pathom ,central,no_tourist_all,212843
6/1/2022,Sing Buri ,central,no_tourist_all,46650
6/1/2022,Ang Thong ,central,no_tourist_all,54735
6/1/2022,Nonthaburi ,central,no_tourist_all,181923
6/1/2022,Pathum Thani ,central,no_tourist_all,99129
6/1/2022,Samut Prakan ,central,no_tourist_all,158943
6/1/2022,Samut Sakhon ,central,no_tourist_all,36854
6/1/2022,Chachoengsao ,east,no_tourist_all,335502
6/1/2022,Ratchaburi ,central,no_tourist_all,120935
6/1/2022,Kanchanaburi ,central,no_tourist_all,886654
6/1/2022,Samut Songkhram ,central,no_tourist_all,347849
6/1/2022,Suphan Buri ,central,no_tourist_all,276740
6/1/2022,Phetchaburi ,central,no_tourist_all,688227
6/1/2022,Prachuap Khiri Khan ,central,no_tourist_all,733336
6/1/2022,Chonburi ,east,no_tourist_all,1061297
6/1/2022,Chanthaburi ,east,no_tourist_all,115561
6/1/2022,Trat ,east,no_tourist_all,109218
6/1/2022,Nakhon Nayok ,east,no_tourist_all,120317
6/1/2022,Prachinburi ,east,no_tourist_all,85479
6/1/2022,Rayong ,east,no_tourist_all,199283
6/1/2022,Sa Kaeo ,east,no_tourist_all,97515
6/1/2022,Phuket ,south,no_tourist_all,408169
6/1/2022,Phatthalung ,south,no_tourist_all,53193
6/1/2022,Trang ,south,no_tourist_all,72638
6/1/2022,Ranong ,south,no_tourist_all,39322
6/1/2022,Chumphon ,south,no_tourist_all,88498
6/1/2022,Pattani ,south,no_tourist_all,17827
6/1/2022,Yala ,south,no_tourist_all,76955
6/1/2022,Nakhon Si Thammarat ,south,no_tourist_all,153592
6/1/2022,Narathiwat ,south,no_tourist_all,23878
6/1/2022,Krabi ,south,no_tourist_all,126414
6/1/2022,Songkhla ,south,no_tourist_all,207754
6/1/2022,Phang Nga ,south,no_tourist_all,100638
6/1/2022,Surat Thani ,south,no_tourist_all,290943
6/1/2022,Satun ,south,no_tourist_all,129183
6/1/2022,Kamphaeng Phet ,north,no_tourist_all,66676
6/1/2022,Chiang Rai ,north,no_tourist_all,351356
6/1/2022,Chiang Mai ,north,no_tourist_all,582417
6/1/2022,Phichit ,north,no_tourist_all,53246
6/1/2022,Nakhon Sawan ,north,no_tourist_all,149540
6/1/2022,Tak ,north,no_tourist_all,118776
6/1/2022,Phitsanulok ,north,no_tourist_all,190118
6/1/2022,Phayao ,north,no_tourist_all,72419
6/1/2022,Phetchabun ,north,no_tourist_all,160597
6/1/2022,Phrae ,north,no_tourist_all,102761
6/1/2022,Lampang ,north,no_tourist_all,118521
6/1/2022,Lamphun ,north,no_tourist_all,91718
6/1/2022,Mae Hong Son ,north,no_tourist_all,86138
6/1/2022,Uttaradit ,north,no_tourist_all,74193
6/1/2022,Uthai Thani ,north,no_tourist_all,75579
6/1/2022,Sukhothai ,north,no_tourist_all,62768
6/1/2022,Nan ,north,no_tourist_all,97496
6/1/2022,Kalasin ,east_northeast,no_tourist_all,51546
6/1/2022,Khon Kaen ,east_northeast,no_tourist_all,273287
6/1/2022,Chaiyaphum ,east_northeast,no_tourist_all,85540
6/1/2022,Nakhon Phanom ,east_northeast,no_tourist_all,108919
6/1/2022,Nakhon Ratchasima ,east_northeast,no_tourist_all,478454
6/1/2022,Buriram ,east_northeast,no_tourist_all,209622
6/1/2022,Maha Sarakham ,east_northeast,no_tourist_all,35591
6/1/2022,Mukdahan ,east_northeast,no_tourist_all,125408
6/1/2022,Roi Et ,east_northeast,no_tourist_all,48038
6/1/2022,Loei ,east_northeast,no_tourist_all,132773
6/1/2022,Sisaket ,south,no_tourist_all,75698
6/1/2022,Surin ,east_northeast,no_tourist_all,59502
6/1/2022,Nong Khai ,east_northeast,no_tourist_all,182362
6/1/2022,Bueng Kan ,east_northeast,no_tourist_all,54086
6/1/2022,Udon Thani ,east_northeast,no_tourist_all,268696
6/1/2022,Ubon Ratchathani ,east_northeast,no_tourist_all,172689
6/1/2022,Sakon Nakhon ,east_northeast,no_tourist_all,116340
6/1/2022,Yasothon ,east_northeast,no_tourist_all,38229
6/1/2022,Amnat Charoen ,east_northeast,no_tourist_all,16696
6/1/2022,Nong Bua Lamphu ,east_northeast,no_tourist_all,22310
7/1/2019,Bangkok,central,no_tourist_all,6131044
7/1/2019,Lopburi ,central,no_tourist_all,382896
7/1/2019,Phra Nakhon Si Ayutthaya ,central,no_tourist_all,742818
7/1/2019,Saraburi ,central,no_tourist_all,421328
7/1/2019,Chainat ,central,no_tourist_all,66583
7/1/2019,Nakhon Pathom ,central,no_tourist_all,494985
7/1/2019,Sing Buri ,central,no_tourist_all,38466
7/1/2019,Ang Thong ,central,no_tourist_all,66034
7/1/2019,Nonthaburi ,central,no_tourist_all,203964
7/1/2019,Pathum Thani ,central,no_tourist_all,160010
